0.71	3.34	2.82	3.35	0.37	8.14	7.58	7.30	40.00	30.00	2.00
1.31	4.76	2.86	3.40	0.45	8.16	7.46	7.17	40.00	30.00	2.00
0.73	3.51	3.08	3.72	0.39	8.24	7.52	7.23	40.00	30.00	2.00
0.99	3.73	2.68	3.69	0.46	8.16	7.50	7.25	40.00	30.00	2.00
1.03	3.72	2.67	3.23	0.45	8.10	7.46	7.24	40.00	30.00	2.00
0.62	3.39	2.99	3.68	0.37	8.19	7.48	7.24	40.00	30.00	2.00
0.87	4.05	2.74	3.46	0.36	8.09	7.47	7.22	40.00	30.00	2.00
1.22	4.10	2.72	3.40	0.38	8.09	7.47	7.16	40.00	30.00	2.00
0.67	3.31	2.87	3.54	0.38	8.10	7.48	7.28	40.00	30.00	2.00
0.98	3.58	2.98	3.45	0.40	8.07	7.41	7.19	40.00	30.00	2.00
1.02	4.10	2.63	3.47	0.37	8.06	7.42	7.17	40.00	30.00	2.00
0.72	4.18	2.93	3.79	0.38	8.12	7.42	7.16	40.00	30.00	2.00
0.75	3.84	2.87	3.58	0.40	8.10	7.48	7.20	40.00	30.00	2.00
1.14	4.05	2.58	3.45	0.39	8.11	7.71	7.24	40.00	30.00	2.00
0.52	3.34	3.00	3.85	0.40	8.18	7.46	7.25	40.00	30.00	2.00
1.04	3.96	2.99	3.70	0.41	8.14	7.53	7.21	40.00	30.00	2.00
1.20	3.94	2.74	3.34	0.38	8.07	7.46	7.27	40.00	30.00	2.00
0.81	4.22	2.96	3.68	0.40	8.08	7.47	7.29	40.00	30.00	2.00
1.20	3.95	2.63	3.65	0.42	8.04	7.35	7.15	40.00	30.00	2.00
0.85	4.10	2.95	3.61	0.39	8.01	7.48	7.19	40.00	30.00	2.00
0.73	3.60	2.95	3.84	0.40	8.19	7.48	7.22	40.00	30.00	2.00
0.54	3.86	3.09	3.68	0.43	8.00	7.78	7.16	40.00	30.00	2.00
0.92	4.41	2.72	3.52	0.40	7.85	7.28	7.02	40.00	30.00	2.00
0.90	4.07	3.20	3.68	0.40	8.00	7.38	7.08	40.00	30.00	2.00
0.38	3.53	2.97	3.32	0.44	7.91	7.45	7.14	40.00	30.00	2.00
1.10	4.40	2.81	3.21	0.36	7.94	7.33	7.04	40.00	30.00	2.00
0.92	3.88	2.78	3.53	0.31	8.05	7.38	7.24	40.00	30.00	2.00
0.20	3.89	2.82	3.31	0.44	8.00	7.56	7.23	40.00	30.00	2.00
1.24	4.00	2.76	3.39	0.37	8.10	7.47	7.18	40.00	30.00	2.00
1.02	3.67	2.96	3.50	0.37	8.09	7.54	7.34	40.00	30.00	2.00
0.96	3.54	2.76	3.48	0.38	8.13	7.62	7.26	40.00	30.00	2.00
1.05	4.01	2.78	3.34	0.38	8.10	7.37	7.10	40.00	30.00	2.00
1.02	4.18	2.86	3.74	0.40	7.90	7.30	7.09	40.00	30.00	2.00
0.94	3.34	2.52	3.46	0.42	7.87	7.37	7.15	40.00	30.00	2.00
1.04	3.92	2.42	3.17	0.30	7.92	7.43	7.18	40.00	30.00	2.00
0.96	4.57	2.59	3.29	0.33	8.09	7.48	7.19	40.00	30.00	2.00
0.90	3.98	2.51	3.48	0.31	8.03	7.48	7.26	40.00	30.00	2.00
0.97	3.50	2.30	2.72	0.40	8.09	7.50	7.25	40.00	30.00	2.00
1.03	3.25	2.48	2.84	0.34	8.19	7.50	7.30	40.00	30.00	2.00
1.30	4.20	2.06	2.69	0.33	8.06	7.47	7.21	40.00	30.00	2.00
0.98	3.80	2.14	2.64	0.34	8.04	7.48	7.21	40.00	30.00	2.00
0.86	3.40	2.30	2.57	0.40	8.10	7.48	7.19	40.00	30.00	2.00
0.34	3.73	2.41	2.65	0.49	8.17	7.55	7.24	40.00	30.00	2.00
1.04	4.10	2.24	2.67	0.53	8.14	7.50	7.16	40.00	30.00	2.00
0.68	3.66	2.38	2.90	0.38	8.22	7.53	7.19	40.00	30.00	2.00
0.80	4.49	2.31	2.95	0.37	8.01	7.44	7.21	40.00	30.00	2.00
0.70	4.02	2.53	3.27	0.34	8.00	7.48	7.18	40.00	30.00	2.00
1.08	3.94	2.65	3.26	0.41	8.16	7.51	7.23	40.00	30.00	2.00
0.72	4.16	2.98	3.41	0.34	8.03	7.48	7.24	40.00	30.00	2.00
1.40	3.92	2.46	2.99	0.40	8.06	7.43	7.21	40.00	30.00	2.00
0.67	3.39	3.15	3.92	0.45	7.96	7.40	7.26	40.00	30.00	2.00
0.94	4.23	2.46	3.01	0.42	8.01	7.43	7.20	40.00	30.00	2.00
0.95	4.72	2.96	3.01	0.37	8.04	7.41	7.20	40.00	30.00	2.00
0.93	3.65	2.92	3.20	0.43	7.96	7.38	7.15	40.00	30.00	2.00
1.10	4.38	2.71	3.70	0.49	7.82	7.35	7.09	40.00	30.00	2.00
1.20	3.88	2.56	3.13	0.40	8.00	7.43	7.24	40.00	30.00	2.00
0.62	3.48	3.16	3.73	0.40	8.14	7.52	7.17	40.00	30.00	2.00
0.68	3.54	2.85	3.44	0.48	7.91	7.46	7.15	40.00	30.00	2.00
1.06	3.31	2.58	3.52	0.37	7.91	7.34	7.21	40.00	30.00	2.00
0.92	4.38	3.21	3.69	0.40	7.92	7.34	7.14	40.00	30.00	2.00
0.94	3.96	2.62	3.42	0.37	7.80	7.36	7.13	40.00	30.00	2.00
0.83	3.65	2.67	3.20	0.40	8.00	7.47	7.22	40.00	30.00	2.00
0.78	4.23	2.66	3.32	0.40	8.00	7.35	7.09	40.00	30.00	2.00
0.69	3.88	2.57	3.21	0.34	7.87	7.39	7.14	40.00	30.00	2.00
0.90	3.85	2.96	3.84	0.36	7.75	7.30	7.14	40.00	30.00	2.00
0.84	3.31	2.96	3.70	0.40	7.98	7.33	7.18	40.00	30.00	2.00
1.45	3.67	2.71	3.41	0.46	7.97	7.30	7.15	40.00	30.00	2.00
0.86	4.13	2.48	3.12	0.38	7.96	7.36	7.15	40.00	30.00	2.00
0.94	3.60	2.54	3.32	0.44	7.97	7.37	7.22	40.00	30.00	2.00
0.96	3.62	2.69	3.18	0.48	8.01	7.36	7.23	40.00	30.00	2.00
1.18	3.45	2.54	3.23	0.43	7.95	7.36	7.14	40.00	30.00	2.00
1.40	3.00	2.77	3.15	0.48	7.98	7.42	7.15	40.00	30.00	2.00
1.09	4.15	3.05	3.69	0.44	8.06	7.40	7.12	40.00	30.00	2.00
1.19	3.70	3.15	3.63	0.50	8.03	7.32	7.15	40.00	30.00	2.00
0.35	3.53	2.93	3.22	0.47	7.97	7.62	7.10	40.00	30.00	2.00
1.06	3.62	3.18	3.77	0.52	7.73	7.28	7.05	40.00	30.00	2.00
0.82	3.50	2.68	4.05	0.47	7.87	7.33	7.05	40.00	30.00	2.00
0.57	3.57	2.97	4.18	0.45	8.05	7.41	7.18	40.00	30.00	2.00
0.70	3.40	3.32	4.54	0.45	7.95	7.45	7.13	40.00	30.00	2.00
0.81	3.90	3.10	4.98	0.50	7.93	7.38	7.13	40.00	30.00	2.00
